id_tracking_company,id_talent_req,id_company,nama_perusahaan,posisi,jenis_penempatan,bidang_studi_dicari,progress,request_date,send_date,jumlah_permintaan,jumlah_dikirimkan,list_nim,status_pengiriman
TC8312,TR8312,C425,PT Andalas Digital,Quality Control Staff,Part-time,"Teknik Mesin, Teknik Industri",Closed,2024-07-06,2024-07-14,1,3,"201914163,202223641,202221412",Sudah Dikirim
TC8313,TR8313,C1485,CV Inti Logistik,Content Writer,Full-time,"Ilmu Komunikasi, Sastra Inggris",On Review,2024-03-24,2024-04-04,5,7,"202224823,202011039,202219481,202322179,202022288,202313989,20212862",Sudah Dikirim
TC8314,TR8314,C013,CV Sinergi Konsultan,Business Analyst,Magang,"Manajemen, Informatika",Shortlisted,2024-04-25,2024-05-10,5,7,"202013643,202317330,20212719,202114955,202214631,20210285,202111197",Sudah Dikirim
TC8315,TR8315,C155,PT Sukses Bersama,Mechanical Engineer Intern,Magang,Teknik Mesin,Closed,2024-02-24,2024-03-12,1,2,"202220198,202121153",Sudah Dikirim
TC8316,TR8316,C1321,PT Bangkit Makmur,Digital Marketing Intern,Full-time,"Manajemen, Desain Komunikasi Visual",Closed,2024-06-27,2024-07-05,1,4,"20237968,202324375,202119065,202117852",Sudah Dikirim
TC8317,TR8317,C168,PT Global Indonesia,Store Supervisor Intern,Magang,Manajemen,On Review,2024-06-23,2024-07-08,3,6,"20193924,20224833,202117617,202020976,202216726,202324764",Sudah Dikirim
TC8318,TR8318,C1265,PT Mega Cerdas,Mechanical Engineer Intern,Magang,Teknik Mesin,Shortlisted,2024-06-24,2024-07-05,1,1,202110037,Sudah Dikirim
TC8319,TR8319,C596,CV Nusa Indonesia,Accounting Staff,Magang,"Akuntansi, Manajemen",Closed,2024-10-21,2024-11-08,2,4,"201922535,20215092,202219466,20231092",Sudah Dikirim
TC8320,TR8320,C143,PT Sejahtera Terapan,Social Media Specialist,Full-time,"Ilmu Komunikasi, Desain Komunikasi Visual",Closed,2024-09-17,2024-09-27,2,3,"202011339,20215415,202021872",Sudah Dikirim
TC8321,TR8321,C1343,CV Daya Digital,IT Staff,Full-time,"Informatika, Teknik Elektro",On Review,2024-11-23,2024-12-02,2,4,"202219792,202013827,20210393,201920994",Sudah Dikirim
TC8322,TR8322,C347,PT Daya Informatika,Data Entry Operator,Magang,"Manajemen, Sistem Informasi",Shortlisted,2024-08-01,2024-08-05,3,3,"202118734,20218091,202011263",Sudah Dikirim
TC8323,TR8323,C129,PT Esa Abadi,Consultant Intern,Full-time,"Sistem Informasi, Manajemen",On Review,2024-10-13,2024-11-01,3,3,"201918380,20222479,20222555",Sudah Dikirim
TC8324,TR8324,C341,PT Bumi Cerdas,NOC Technician,Part-time,"Informatika, Teknik Elektro",Shortlisted,2024-11-17,2024-12-06,4,4,"202211957,20222980,202313881,202113783",Sudah Dikirim
TC8325,TR8325,C1022,PT Prima Kreatif,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Draft,2024-08-10,,1,0,,Belum Dikirim
TC8326,TR8326,C259,PT Global Data,Quality Control Staff,Magang,"Teknik Industri, Farmasi",On Review,2024-10-21,2024-11-10,4,5,"202013769,202219824,202111734,20218641,202215397",Sudah Dikirim
TC8327,TR8327,C030,PT Kreasi Karya,Software Engineer Intern,Magang,"Informatika, Sistem Informasi",On Review,2024-11-15,2024-11-22,3,4,"202214080,20191819,202119418,202321560",Sudah Dikirim
TC8328,TR8328,C937,PT Sejahtera Informatika,Business Analyst,Magang,"Informatika, Statistika",Shortlisted,2025-01-09,2025-01-19,2,2,"202112711,202222240",Sudah Dikirim
TC8329,TR8329,C179,CV Media Utama,Business Development Intern,Magang,"Ilmu Komunikasi, Ekonomi Pembangunan",On Review,2024-08-03,2024-08-13,3,3,"202122402,201921082,202111798",Sudah Dikirim
TC8330,TR8330,C552,PT Bakti Makmur,Data Science Intern,Full-time,"Sistem Informasi, Informatika",Shortlisted,2024-10-20,2024-10-24,3,6,"20236771,202013513,202217734,202023380,202214448,202210446",Sudah Dikirim
TC8331,TR8331,C930,PT Gemilang Inovasi,Business Development Intern,Part-time,"Ekonomi Pembangunan, Manajemen",Submitted,2024-10-11,2024-10-26,5,7,"20197357,202214054,20201927,20206945,20215903,202017462,202316143",Sudah Dikirim
TC8332,TR8332,C1209,CV Cakra Indonesia,Customer Service Intern,Magang,"Ilmu Komunikasi, Psikologi",Shortlisted,2024-10-19,2024-10-28,2,2,"20221022,202223855",Sudah Dikirim
TC8333,TR8333,C068,PT Media Bangsa,Business Process Analyst,Part-time,"Sistem Informasi, Teknik Industri",On Review,2024-12-31,2025-01-19,4,6,"20238272,20217587,201918380,20217654,202215286,202313394",Sudah Dikirim
TC8334,TR8334,C1422,CV Perkasa Utama,Visual Merchandiser Intern,Magang,Desain Komunikasi Visual,Closed,2024-08-18,2024-09-01,4,7,"202116797,202119932,20209323,202215933,20227201,202014562,201913490",Sudah Dikirim
TC8335,TR8335,C168,PT Global Indonesia,IT Support,Magang,"Teknik Elektro, Informatika",Submitted,2024-10-20,2024-10-28,2,4,"202219792,20190729,202221178,20191819",Sudah Dikirim
TC8336,TR8336,C895,CV Sukses Media,Video Editor,Part-time,"Desain Komunikasi Visual, Ilmu Komunikasi",On Review,2024-08-29,2024-09-10,3,4,"202119771,20223794,20194275,20214108",Sudah Dikirim
TC8337,TR8337,C523,CV Esa Logistik,Research Assistant,Part-time,"Statistika, Psikologi",Draft,2025-01-16,,1,0,,Belum Dikirim
TC8338,TR8338,C1065,CV Cipta Systems,Content Creator,Part-time,"Ilmu Komunikasi, Desain Komunikasi Visual",Draft,2025-01-14,,2,0,,Belum Dikirim
TC8339,TR8339,C210,PT Bumi Informatika,Research Assistant,Part-time,"Farmasi, Agroteknologi",Submitted,2025-01-17,2025-01-24,3,6,"202112175,202014566,20210009,20209407,20222237,202218850",Sudah Dikirim
TC8340,TR8340,C160,PT Bina Teknologi,IT Staff,Magang,"Teknik Elektro, Sistem Informasi",Submitted,2024-09-07,2024-09-26,3,4,"202322525,20201472,20213383,202019900",Sudah Dikirim
TC8341,TR8341,C745,CV Jaya Utama,Drafter,Part-time,"Teknik Sipil, Teknik Mesin",On Review,2024-12-24,2024-12-28,3,4,"202120697,20238391,202216618,201918306",Sudah Dikirim
TC8342,TR8342,C1185,CV Sinergi Utama,Marketing Intern,Full-time,"Manajemen, Ilmu Komunikasi",Shortlisted,2024-10-01,2024-10-19,3,6,"202023359,20204994,202217685,20235376,20221465,202315154",Sudah Dikirim
TC8343,TR8343,C1260,CV Mitra Bersama,IT Support,Magang,"Teknik Elektro, Informatika",On Review,2024-08-14,2024-08-25,1,1,20218029,Sudah Dikirim
TC8344,TR8344,C1309,PT Daya Terapan,Business Analyst,Magang,"Manajemen, Statistika",Shortlisted,2024-11-13,2024-11-21,3,5,"20221230,202115720,202023233,202114948,202223817",Sudah Dikirim
TC8345,TR8345,C455,CV Bumi Abadi,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Manajemen",Closed,2024-08-15,2024-08-30,5,5,"20235079,202117742,202322640,202020355,202310228",Sudah Dikirim
TC8346,TR8346,C1390,CV Bakti Gemilang,Operations Intern,Magang,"Teknik Industri, Manajemen",Closed,2025-01-20,2025-02-02,4,7,"20192891,202218633,202324801,20237233,20212163,20194882,202313404",Sudah Dikirim
TC8347,TR8347,C777,CV Mega Analitika,Business Development Intern,Part-time,"Ekonomi Pembangunan, Manajemen",Draft,2024-10-07,,2,0,,Belum Dikirim
TC8348,TR8348,C743,PT Karya Digital,IT Staff,Magang,"Sistem Informasi, Informatika",Shortlisted,2024-11-11,2024-11-17,2,2,"202113982,202223646",Sudah Dikirim
TC8349,TR8349,C830,CV Graha Inovasi,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Closed,2024-10-13,2024-10-17,1,2,"202117148,202117752",Sudah Dikirim
TC8350,TR8350,C195,PT Gemilang Media,Data Analyst,Part-time,"Manajemen, Informatika",Closed,2024-10-07,2024-10-17,1,2,"20233494,201910750",Sudah Dikirim
TC8351,TR8351,C942,PT Cipta Digital,Data Analyst,Magang,"Sistem Informasi, Statistika",On Review,2024-09-03,2024-09-13,2,2,"20230499,20202755",Sudah Dikirim
TC8352,TR8352,C464,PT Graha Sejahtera,IT Staff,Full-time,"Sistem Informasi, Informatika",Submitted,2024-11-07,2024-11-11,1,2,"202313374,202310313",Sudah Dikirim
TC8353,TR8353,C653,CV Gemilang Konsultan,Data Analyst,Part-time,"Informatika, Statistika",Draft,2024-12-17,,1,0,,Belum Dikirim
TC8354,TR8354,C1288,PT Mitra Inovasi,Data Analyst,Part-time,"Sistem Informasi, Manajemen",On Review,2025-01-12,2025-01-17,4,5,"202216087,202111268,202315451,202111867,202322370",Sudah Dikirim
TC8355,TR8355,C1263,CV Bumi Solusi,Underwriting Intern,Magang,"Akuntansi, Manajemen",Closed,2024-10-10,2024-10-30,1,3,"202317501,202122129,202023735",Sudah Dikirim
TC8356,TR8356,C1492,CV Cakra Abadi,Social Media Specialist,Full-time,"Ilmu Komunikasi, Desain Komunikasi Visual",Closed,2025-01-26,2025-01-31,1,3,"20218865,20230484,202319719",Sudah Dikirim
TC8357,TR8357,C540,PT Mega Pratama,Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",Shortlisted,2024-09-24,2024-10-10,2,3,"202316160,20226063,202322345",Sudah Dikirim
TC8358,TR8358,C1140,PT Bina Sentosa,NOC Technician,Full-time,"Informatika, Teknik Elektro",Closed,2024-10-23,2024-11-02,1,2,"20205124,202021665",Sudah Dikirim
TC8359,TR8359,C1319,CV Mitra Perkasa,Content Writer,Full-time,"Ilmu Komunikasi, Sastra Inggris",On Review,2024-08-23,2024-09-13,1,2,"202210013,202013994",Sudah Dikirim
TC8360,TR8360,C1497,CV Bangkit Gemilang,Mechanical Engineer Intern,Part-time,Teknik Mesin,Shortlisted,2024-10-31,2024-11-19,1,4,"202023419,20193880,202110276,202210748",Sudah Dikirim
TC8361,TR8361,C953,PT Bakti Logistik,Research Assistant,Magang,"Statistika, Farmasi",Closed,2024-11-19,2024-12-10,1,4,"20211669,202220136,20190793,20220240",Sudah Dikirim
TC8362,TR8362,C706,CV Bakti Bangsa,Financial Analyst,Part-time,"Manajemen, Akuntansi",Draft,2024-10-18,,3,0,,Belum Dikirim
TC8363,TR8363,C750,CV Andalas Teknologi,Mechanical Engineer Intern,Part-time,Teknik Mesin,Closed,2024-10-31,2024-11-17,2,2,"20224886,202023964",Sudah Dikirim
TC8364,TR8364,C398,CV Indo Inovasi,Quality Control Staff,Magang,"Farmasi, Teknik Mesin",Closed,2024-12-15,2024-12-21,2,4,"20200620,20222970,202116247,202020803",Sudah Dikirim
TC8365,TR8365,C1017,CV Makmur Inovasi,Video Editor,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Shortlisted,2024-08-16,2024-08-30,1,1,20212439,Sudah Dikirim
TC8366,TR8366,C128,PT Andalas Media,Data Analyst,Magang,"Manajemen, Statistika",On Review,2024-09-17,2024-10-07,1,3,"202210964,202220486,202314720",Sudah Dikirim
TC8367,TR8367,C380,PT Bangkit Terapan,Digital Marketing Intern,Magang,"Manajemen, Desain Komunikasi Visual",Submitted,2024-10-22,2024-11-05,1,2,"202316063,202219437",Sudah Dikirim
TC8368,TR8368,C1282,PT Esa Bangsa,NOC Technician,Part-time,"Informatika, Teknik Elektro",Draft,2024-09-02,,1,0,,Belum Dikirim
TC8369,TR8369,C889,PT Techno Informatika,Research Associate,Full-time,Akuntansi,Closed,2024-12-14,2024-12-18,2,3,"20211270,20201970,202121958",Sudah Dikirim
TC8370,TR8370,C1478,CV Perkasa Digital,Data Analyst,Full-time,"Informatika, Statistika",Shortlisted,2024-11-27,2024-12-03,2,3,"202323724,202218081,20223910",Sudah Dikirim
TC8371,TR8371,C1209,CV Cakra Indonesia,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Submitted,2024-12-07,2024-12-23,3,4,"20197650,202018848,202319320,20222019",Sudah Dikirim
TC8372,TR8372,C1382,PT Cakra Digital,Backend Developer,Magang,"Informatika, Sistem Informasi",On Review,2024-11-01,2024-11-19,4,5,"20229003,202013513,20196004,20190256,20238267",Sudah Dikirim
TC8373,TR8373,C638,PT Sentosa Teknologi,Data Entry Operator,Magang,"Manajemen, Akuntansi",Shortlisted,2025-01-29,2025-02-04,1,3,"202123778,202115517,202016804",Sudah Dikirim
TC8374,TR8374,C1491,CV Sinergi Kreatif,Backend Developer,Magang,"Informatika, Sistem Informasi",Submitted,2024-12-01,2024-12-15,4,5,"202120187,20200784,202313499,202213918,20225868",Sudah Dikirim
TC8375,TR8375,C941,CV Mandiri Utama,Business Development Intern,Magang,"Manajemen, Ilmu Komunikasi",On Review,2024-12-06,2024-12-15,1,3,"201910665,202022076,202118736",Sudah Dikirim
TC8376,TR8376,C265,PT Mandiri Abadi,Store Supervisor Intern,Magang,Manajemen,Submitted,2024-11-27,2024-12-13,1,3,"20214151,202124639,20230719",Sudah Dikirim
TC8377,TR8377,C1472,CV Sentosa Cerdas,Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",On Review,2024-12-10,2024-12-31,3,5,"20204375,202216480,202210271,202017267,20212539",Sudah Dikirim
TC8378,TR8378,C723,PT Media Systems,Regulatory Affairs Intern,Magang,"Farmasi, Ilmu Hukum",Submitted,2024-10-04,2024-10-14,3,3,"202112147,20208242,202113649",Sudah Dikirim
TC8379,TR8379,C702,PT Sinergi Perkasa,Production Engineer Intern,Full-time,"Teknik Industri, Teknik Mesin",On Review,2024-08-18,2024-09-08,4,5,"20212631,20213102,202317531,20197996,20238088",Sudah Dikirim
TC8380,TR8380,C035,PT Daya Systems,Business Analyst,Full-time,"Statistika, Sistem Informasi",Closed,2024-10-10,2024-10-30,1,2,"20196395,202124310",Sudah Dikirim
TC8381,TR8381,C1012,CV Bina Inovasi,Instructional Designer,Magang,"Psikologi, Pendidikan Teknik Informatika",On Review,2024-11-29,2024-12-19,2,5,"20217636,202224260,202315322,202119109,20232869",Sudah Dikirim
TC8382,TR8382,C037,PT Jaya Konsultan,Instructional Designer,Part-time,"Ilmu Komunikasi, Pendidikan Teknik Informatika",Shortlisted,2025-01-03,2025-01-14,1,3,"202122588,20229266,202217903",Sudah Dikirim
TC8383,TR8383,C1082,PT Abadi Konsultan,Business Process Analyst,Full-time,"Teknik Industri, Sistem Informasi",Submitted,2024-10-21,2024-10-24,3,4,"202121264,20200227,20223440,202119657",Sudah Dikirim
TC8384,TR8384,C334,PT Digital Data,Customer Service Intern,Full-time,"Manajemen, Ilmu Komunikasi",Shortlisted,2024-09-13,2024-10-01,1,2,"20228686,202113345",Sudah Dikirim
TC8385,TR8385,C1275,CV Global Mandiri,IT Support,Magang,"Informatika, Sistem Informasi",On Review,2024-10-06,2024-10-15,3,4,"20223665,202022808,20234249,202110876",Sudah Dikirim
TC8386,TR8386,C683,PT Cipta Analitika,Underwriting Intern,Magang,"Akuntansi, Manajemen",Closed,2025-01-04,2025-01-22,2,4,"202220132,202215127,202214072,202218962",Sudah Dikirim
TC8387,TR8387,C1296,CV Indo Indonesia,IT Support,Magang,"Sistem Informasi, Pendidikan Teknik Informatika",Shortlisted,2024-09-29,2024-10-10,1,1,20232283,Sudah Dikirim
TC8388,TR8388,C1121,PT Gemilang Abadi,Actuarial Analyst Intern,Full-time,"Statistika, Akuntansi",Shortlisted,2024-10-12,2024-11-01,1,4,"202212674,202317987,20207841,202218714",Sudah Dikirim
TC8389,TR8389,C1361,CV Abadi Pratama,Drafter,Full-time,"Teknik Sipil, Teknik Mesin",Closed,2024-10-31,2024-11-19,1,2,"202113082,201918306",Sudah Dikirim
TC8390,TR8390,C1066,PT Andalas Karya,Research Associate,Part-time,Teknik Mesin,Closed,2024-12-23,2025-01-07,1,1,20220641,Sudah Dikirim
TC8391,TR8391,C324,PT Inovasi Mandiri,Digital Marketing Intern,Part-time,"Ilmu Komunikasi, Manajemen",Closed,2025-01-19,2025-01-30,2,4,"202017950,202313989,202321696,202116941",Sudah Dikirim
TC8392,TR8392,C1374,CV Sejahtera Kreatif,Data Analyst,Magang,"Statistika, Ekonomi Pembangunan",Draft,2025-01-01,,1,0,,Belum Dikirim
TC8393,TR8393,C619,PT Global Systems,IT Staff,Magang,"Teknik Elektro, Sistem Informasi",Closed,2024-11-05,2024-11-25,1,3,"20193734,202022450,20227285",Sudah Dikirim
TC8394,TR8394,C1170,PT Inovasi Bangsa,Instructional Designer,Part-time,"Ilmu Komunikasi, Psikologi",Shortlisted,2024-10-04,2024-10-21,3,5,"20222686,202113100,202223622,202112229,202011517",Sudah Dikirim
TC8395,TR8395,C185,CV Mitra Karya,Quality Control Staff,Magang,"Agroteknologi, Teknik Mesin",Draft,2024-08-08,,2,0,,Belum Dikirim
TC8396,TR8396,C1361,CV Abadi Pratama,Drafter,Part-time,"Teknik Sipil, Teknik Mesin",On Review,2024-08-31,2024-09-03,1,4,"20204211,20210422,202318132,20220434",Sudah Dikirim
TC8397,TR8397,C943,PT Makmur Konsultan,Geologist Intern,Magang,Teknik Sipil,Shortlisted,2024-12-26,2025-01-01,2,2,"202311180,202123759",Sudah Dikirim
TC8398,TR8398,C128,PT Andalas Media,IT Support,Magang,"Sistem Informasi, Pendidikan Teknik Informatika",On Review,2024-10-23,2024-10-28,2,2,"20238871,20223345",Sudah Dikirim
TC8399,TR8399,C883,PT Esa Nusantara,Mechanical Engineer Intern,Full-time,Teknik Mesin,Shortlisted,2025-01-14,2025-01-31,3,4,"20216184,202310695,202310411,202218015",Sudah Dikirim
TC8400,TR8400,C937,PT Sejahtera Informatika,Consultant Intern,Magang,"Manajemen, Sistem Informasi",Submitted,2024-08-22,2024-08-30,2,2,"201921981,20236967",Sudah Dikirim
TC8401,TR8401,C1384,CV Global Abadi,Data Analyst,Part-time,"Manajemen, Ekonomi Pembangunan",Shortlisted,2024-08-11,2024-08-26,2,4,"202214847,20215422,202224191,202319478",Sudah Dikirim
TC8402,TR8402,C992,PT Mitra Informatika,Mechanical Engineer Intern,Part-time,Teknik Mesin,On Review,2024-10-24,2024-10-31,3,6,"201916904,202316341,202313365,20217859,201915191,202213304",Sudah Dikirim
TC8403,TR8403,C1123,PT Mandiri Nusantara,Frontend Developer,Magang,"Sistem Informasi, Pendidikan Teknik Informatika",Shortlisted,2024-11-24,2024-11-30,4,5,"202116236,20210029,202018661,202122532,202315400",Sudah Dikirim
TC8404,TR8404,C705,PT Inti Bersama,Data Entry Operator,Magang,"Akuntansi, Manajemen",On Review,2024-11-26,2024-12-01,4,6,"202110316,202318909,202320093,20212122,202319478,202114725",Sudah Dikirim
TC8405,TR8405,C195,PT Gemilang Media,Lab Technician Intern,Part-time,"Farmasi, Agroteknologi",Closed,2025-01-12,2025-01-30,1,1,202121273,Sudah Dikirim
TC8406,TR8406,C1172,CV Kreasi Gemilang,IT Support,Part-time,"Sistem Informasi, Pendidikan Teknik Informatika",Closed,2024-12-01,2024-12-10,2,4,"20233104,20207523,202317118,202219404",Sudah Dikirim
TC8407,TR8407,C146,CV Bangkit Mandiri,IT Support,Part-time,"Sistem Informasi, Teknik Elektro",Closed,2024-09-03,2024-09-18,4,5,"202124748,20198505,202019101,202124244,202018686",Sudah Dikirim
TC8408,TR8408,C893,PT Bangkit Global,Data Entry Operator,Magang,"Akuntansi, Sistem Informasi",On Review,2024-08-30,2024-09-20,2,4,"202217504,202116869,20211773,202318145",Sudah Dikirim
TC8409,TR8409,C431,CV Sinergi Media,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Shortlisted,2024-09-18,2024-09-23,1,4,"20214060,202224595,202024480,202110310",Sudah Dikirim
TC8410,TR8410,C1385,PT Digital Sejahtera,Mechanical Engineer Intern,Magang,Teknik Mesin,Shortlisted,2024-11-02,2024-11-23,2,4,"202220198,202123150,202211389,20221071",Sudah Dikirim
TC8411,TR8411,C337,PT Nusa Logistik,UI/UX Designer,Magang,"Desain Komunikasi Visual, Informatika",Shortlisted,2025-01-30,2025-02-15,2,2,"20218441,202220105",Sudah Dikirim
TC8412,TR8412,C632,PT Cipta Abadi,Quality Control Staff,Magang,"Teknik Industri, Agroteknologi",Submitted,2024-09-11,2024-09-29,2,3,"20194427,202021827,20199276",Sudah Dikirim
TC8413,TR8413,C393,PT Cipta Gemilang,Customer Service Intern,Magang,"Ilmu Komunikasi, Manajemen",On Review,2024-11-11,2024-11-20,5,6,"20209475,202216152,202224277,202322650,202310730,202317904",Sudah Dikirim
TC8414,TR8414,C071,PT Cipta Sejahtera,Financial Analyst,Part-time,"Ekonomi Pembangunan, Akuntansi",On Review,2024-12-30,2025-01-20,4,6,"20208052,202212295,202123744,202312473,202313554,20226287",Sudah Dikirim
TC8415,TR8415,C1029,PT Cakra Perkasa,Software Developer,Magang,"Informatika, Sistem Informasi",Closed,2024-10-05,2024-10-24,4,5,"20231382,202317607,202111803,20215162,202124926",Sudah Dikirim
TC8416,TR8416,C939,PT Bumi Bersama,Motion Graphic Designer,Magang,Desain Komunikasi Visual,Closed,2024-11-28,2024-12-13,1,2,"202215512,202216320",Sudah Dikirim
TC8417,TR8417,C136,PT Jaya Perkasa,UI/UX Designer,Magang,"Desain Komunikasi Visual, Informatika",Closed,2024-09-25,2024-10-10,4,4,"202113640,20195494,20205252,201912405",Sudah Dikirim
TC8418,TR8418,C1288,PT Mitra Inovasi,Visual Merchandiser Intern,Magang,Desain Komunikasi Visual,Closed,2024-12-06,2024-12-27,3,5,"202117148,202022233,202216865,20230484,202223585",Sudah Dikirim
TC8419,TR8419,C379,PT Bina Nusantara,IT Support,Magang,"Teknik Elektro, Informatika",Shortlisted,2024-12-22,2024-12-26,3,4,"202219282,20220508,20222309,202210922",Sudah Dikirim
TC8420,TR8420,C1474,PT Bakti Informatika,Instructional Designer,Full-time,"Ilmu Komunikasi, Pendidikan Teknik Informatika",Shortlisted,2024-08-06,2024-08-21,2,2,"20216660,202218477",Sudah Dikirim
TC8421,TR8421,C1115,CV Kreasi Bersama,Photographer Intern,Full-time,"Desain Komunikasi Visual, Ilmu Komunikasi",Draft,2024-09-22,,1,0,,Belum Dikirim
TC8422,TR8422,C618,PT Sinergi Nusantara,Marketing Staff,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Shortlisted,2024-08-03,2024-08-08,2,5,"20199420,202017958,20224976,202220036,202211150",Sudah Dikirim
TC8423,TR8423,C784,PT Bina Systems,IT Support,Magang,"Pendidikan Teknik Informatika, Sistem Informasi",On Review,2024-12-22,2025-01-11,2,5,"202224429,20208655,202018279,202313374,202118219",Sudah Dikirim
TC8424,TR8424,C850,CV Solusi Terapan,Business Process Analyst,Part-time,"Sistem Informasi, Teknik Industri",Closed,2024-09-28,2024-10-13,2,2,"202219251,202122690",Sudah Dikirim
TC8425,TR8425,C1322,CV Sejahtera Nusantara,Brand Executive Intern,Magang,"Manajemen, Ilmu Komunikasi",Shortlisted,2024-12-23,2025-01-12,1,3,"20220270,202214728,202016644",Sudah Dikirim
